Resource,Label
12c18c2b-e473-cb5e-17cd-2ffbf6f16edd,OVER-B51-G
50c18c2b-e3e2-7374-a567-a0de9e825b27,OVER-B51-H
66c18c2b-e375-4e19-0f1e-20d2971fad5d,OVER-B51-J
10bd57cd-5124-35c2-ff94-40246562c1f2,OVER-B52-A
cabd57cd-501b-039d-ea6d-99d6bdd5d0b7,OVER-B52-B
8cbd57cd-5068-8f5d-a4c4-e76b34d046f5,OVER-B52-C
c4c18c2b-e198-52f4-0494-19d7612bca4d,OVER-B52-D
8cc18c2b-e120-134f-df9c-43b898fb6220,OVER-B52-E
72c18c2b-e23c-1306-7553-0dbec1e9042d,OVER-B52-G
88c18c2b-e210-3842-00ee-904d756757ff,OVER-B52-H
70c18c2b-e1ac-6251-299a-1f83d49e1e54,OVER-B52-J
56bd57cd-4906-e5dc-e74e-3864794790db,OVER-B6-A
76bd57cd-4947-3677-f18b-7794884b5ff3,OVER-B6-B
bebd57cd-4988-986c-cc6e-1b3b87d01b4b,OVER-B6-C
34c18c2b-e392-5892-ce92-71ce8f002513,OVER-B6-D
02c18c2b-e327-c66c-baa9-379c1292a7fb,OVER-B6-E
26c18c2b-e460-2943-581b-a159b6fac11a,OVER-B6-G
acc18c2b-e3d1-fffe-6251-18b051f70485,OVER-B6-H
dcc18c2b-e385-9096-0f65-4716d304751a,OVER-B6-J
6cbd57cd-49c7-5e37-e13b-e0fe5be5c1c7,OVER-B7-A
babd57cd-48c5-f3dd-00e9-181ff5ea02db,OVER-B7-B
24bd57cd-4909-39a7-7e66-ee49f665530a,OVER-B7-C
f0c18c2b-e1ab-fbba-2aa7-9ecd6b684e79,OVER-B7-D
9cc18c2b-e148-3b26-c7fb-38fd09680978,OVER-B7-E
5ec18c2b-e285-63ed-4d29-7d8e403e97bd,OVER-B7-G
eec18c2b-e220-764e-4c0f-12abcbca9221,OVER-B7-H
c0c18c2b-dfc9-257b-f17b-bcf7ee92b6b5,OVER-B7-J
0abd57cd-4949-a97b-2dbb-3796d898de71,OVER-B8-A
2abd57cd-4994-860f-1c41-2236090f4e1a,OVER-B8-B
9abd57cd-49d9-acf1-563c-560667c774b9,OVER-B8-C
34c18c2b-df5e-a799-dadb-116d0831dcdf,OVER-B8-D
92c18c2b-eaca-d4e0-e605-6808247b6a83,OVER-B8-E
fcc18c2b-ebec-bc1f-1780-a5a91131c599,OVER-B8-G
e0c18c2b-e046-3ac4-8635-844aa4767c9b,OVER-B8-H
eac18c2b-dfc8-3d9e-ba66-a1110d2ff8b7,OVER-B8-J
80bd57cd-4903-20cf-e020-ad909dcd9ef8,OVER-B9-A
cabd57cd-4948-68b7-11d2-199a609cce2f,OVER-B9-B
40bd57cd-4991-ad05-b807-5b59329aaebe,OVER-B9-C
18c18c2b-e152-87cc-be39-933d4b5e1462,OVER-B9-D
5cc18c2b-e0ee-2e87-4d48-f15699dfe289,OVER-B9-E
f2c18c2b-e250-f42b-a0fe-d2cf548cecad,OVER-B9-G
88c18c2b-ebd8-1c33-0fe0-2070c2b1b40c,OVER-B9-H
fcc18c2b-ebd9-04dd-b131-ab420c798b29,OVER-B9-J
